,Avg Stars,Route,Route Type,Rating,Pitches,Length,Boulder Face,Boulder,Bouldering Sub-Area,Bouldering Area,Park Region,Park,State,Area Latitude,Area Longitude
158,2.3,Old Triangle Classic,Boulder,V0+,1,15.0,Manx Boulders - Northwest Face,Manx Boulders,Manx Boulders Circuit,Manx/Asteroid Belt Circuit,Hidden Valley Campground Bouldering,Joshua Tree National Park,California,34.01678,-116.16341000000001
159,3.0,EJ Deluxe Escape,Boulder,V3,1,14.0,,Gunsmoke Wall,Gunsmoke Area,Barker Dam Bouldering,,Joshua Tree National Park,California,34.033,-116.1721
160,2.8,Monkeyflower,Boulder,V3,1,12.0,Scatterbrain Boulder,Scatterbrain Area,HVCG North,HVCG Bouldering Circuit,Hidden Valley Campground Bouldering,Joshua Tree National Park,California,34.0261,-116.15843999999998
161,2.8,Slabmaster,Boulder,V3,1,15.0,,Penguins Boulder,Jimmy Cliff Area,Lost Horse Bouldering,,Joshua Tree National Park,California,34.018240000000006,-116.16346000000001
162,3.0,Black Velvet,Boulder,V2-3,1,20.0,,Semi-Precious Boulder,Semi-Precious Bouldering,Real Hidden Valley Bouldering,,Joshua Tree National Park,California,34.00946,-116.1687
163,3.0,Picture Perfect (sit),Boulder,V5,1,15.0,,The Hat,Turtle Rock Circuit,Real Hidden Valley Bouldering,,Joshua Tree National Park,California,33.9861,-116.15981000000001
164,2.4,Upsidedown Pineapple,Boulder,V1,1,10.0,,All Nice On Ice,,Lonesome Crowded West,,Joshua Tree National Park,California,34.017109999999995,-116.16062
165,2.3,Out of Touch,Boulder,V2+,1,15.0,,Scorpion Roof,,Outback Bouldering,,Joshua Tree National Park,California,34.014309999999995,-116.15813999999999
166,2.4,Corner Problem,Boulder,V0,1,15.0,,Family Boulder,,Outback Bouldering,,Joshua Tree National Park,California,34.02858,-116.14508000000001
167,2.5,Lapse of Logic,Boulder,V1,1,13.0,,Jump Chump Clump,Turtle Rock Circuit,Real Hidden Valley Bouldering,,Joshua Tree National Park,California,34.01854,-116.16366000000001
168,3.0,Penguins in Bondage,Boulder,V4,1,20.0,,Meadows Boulder,,Hall of Horrors Bouldering,,Joshua Tree National Park,California,34.01229,-116.17935
169,2.6,Hot and Juicy,Boulder,V-easy,1,17.0,,Roof Boulder,,Ryan Campground Bouldering,,Joshua Tree National Park,California,34.01215,-116.16238
170,2.7,Creeping Jew,Boulder,V0+,1,20.0,,Dino's Egg,,Outback Bouldering,,Joshua Tree National Park,California,34.01126,-116.16755
171,2.7,Doin' The Cockroach,Boulder,V4,1,12.0,,Gunsmoke Wall,Gunsmoke Area,Barker Dam Bouldering,,Joshua Tree National Park,California,34.033,-116.1721
172,3.0,Scorpion Roof Direct,Boulder,V5 R,1,20.0,,Hoi Polloi Boulder,Stonehenge Boulders,Stonehenge and Fry Boulders,,Joshua Tree National Park,California,34.1,-116.6
173,3.0,How's Your Mama?,Boulder,V4,1,10.0,,Pixie Boulder,Indian Cove CG,Indian Cove Bouldering,,Joshua Tree National Park,California,34.02065,-116.16221000000002
174,3.0,Jump Chump,Boulder,V2,1,15.0,,Texas Boulder,,Roadside Rocks Bouldering,,Joshua Tree National Park,California,34.00967,-116.16845
175,2.4,Way of the Weasel,Boulder,V2-3,1,12.0,,JBMF Boulder,JBMF Boulders,Roadside Rocks Bouldering,,Joshua Tree National Park,California,33.99418,-116.14301
176,2.8,The Love Machine,Boulder,V10,1,6.0,,Sandy Wash Corridor,,Cap Rock Bouldering,,Joshua Tree National Park,California,33.98392,-116.15436000000001
177,2.1,Sit Down Flake,Boulder,V2,1,5.0,,Hoi Polloi Boulder,Stonehenge Boulders,Stonehenge and Fry Boulders,,Joshua Tree National Park,California,34.020509999999994,-116.16503999999999
178,2.9,Shanghai Noon,Boulder,V6,1,15.0,,False Hueco Boulder,,Outback Bouldering,,Joshua Tree National Park,California,34.02858,-116.14508000000001
179,2.9,Finger Fetish,Boulder,V8,1,20.0,,Mirage Boulder,Western Belt,Geology Tour Road Bouldering,,Joshua Tree National Park,California,33.98601,-116.15936
181,2.2,Monkey Gone to Heaven,Boulder,V3,1,20.0,,Dino's Egg,,Outback Bouldering,,Joshua Tree National Park,California,34.094409999999996,-116.15612
182,2.9,Western Roll (sit),Boulder,V5,1,12.0,,Split Boulder,King Dome Area,Hall of Horrors Bouldering,,Joshua Tree National Park,California,34.0181,-116.1698
183,2.5,True Grit,Boulder,V3,1,16.0,,Chuckawalla Boulder,,Outback Bouldering,,Joshua Tree National Park,California,34.0152,-116.16631000000001
184,3.0,Up 20,Boulder,V2 R,1,20.0,,Tilt-o-Meter Boulder,,Outback Bouldering,,Joshua Tree National Park,California,33.988479999999996,-116.16102
185,2.7,Foot Fetish,Boulder,V2,1,20.0,,Dino's Egg,,Outback Bouldering,,Joshua Tree National Park,California,33.98601,-116.15936
186,2.0,Torquemeister,Boulder,V4-,1,10.0,Black Pea Boulder,Triangle Two Boulders,HVCG West,HVCG Bouldering Circuit,Hidden Valley Campground Bouldering,Joshua Tree National Park,California,34.01912,-116.16528999999998
187,2.7,Mirage,Boulder,V2-3,1,15.0,,False Hueco Boulder,,Outback Bouldering,,Joshua Tree National Park,California,33.95913,-116.07966
188,2.6,Hall of Mirrors,Boulder,V-easy,1,15.0,,Boulder Crack Rock,Planet X Area,Planet X Bouldering,,Joshua Tree National Park,California,33.99791,-116.14705
189,2.1,West Face,Boulder,V-easy,1,15.0,,Cap Rock,,Cap Rock Bouldering,,Joshua Tree National Park,California,34.020509999999994,-116.16503999999999
190,2.6,Solitaire,Boulder,V0,1,15.0,,Browning Boulder,JBMF Boulders,Roadside Rocks Bouldering,,Joshua Tree National Park,California,34.00254,-116.14998
191,3.0,Chuckawalla 'Yabo' Start,Boulder,V6+,1,10.0,,Trashcan Boulders,Trashcan Rock Area,Quail Springs Bouldering,,Joshua Tree National Park,California,34.020559999999996,-116.16505
192,1.9,Tilt-o-Meter Center,Boulder,V1,1,8.0,Hensel Boulder,Scatterbrain Area,HVCG North,HVCG Bouldering Circuit,Hidden Valley Campground Bouldering,Joshua Tree National Park,California,34.02044,-116.16555
193,2.0,Dino's Egg,Boulder,V0 R,1,15.0,,Romp Roof,,Outback Bouldering,,Joshua Tree National Park,California,34.020509999999994,-116.16503999999999
194,3.0,Black Pea,Boulder,V2,1,15.0,,Facet Boulder,,Ryan Campground Bouldering,,Joshua Tree National Park,California,34.01773,-116.16418
195,2.8,Anti-hueco,Boulder,V4,1,10.0,,Forgotten Boulders,Trashcan Rock Area,Quail Springs Bouldering,,Joshua Tree National Park,California,34.01912,-116.16528999999998
196,2.8,Boulder Crack,Boulder,V2,1,13.0,,Gram Parsons Memorial Boulder,,Cap Rock Bouldering,,Joshua Tree National Park,California,33.99625,-116.15613
197,3.0,High Heeled Sneakers,Boulder,V5,1,18.0,,Pixie Boulder,Indian Cove CG,Indian Cove Bouldering,,Joshua Tree National Park,California,33.98965,-116.16317
198,2.2,Slick Willie,Boulder,V2,1,14.0,,Chocolate Boulder 3,Chocolate Boulders,Quail Springs Bouldering,,Joshua Tree National Park,California,34.01533,-116.16651999999999
199,2.0,Ripper,Boulder,V2,1,20.0,,Intersection Rock,HVCG West,HVCG Bouldering Circuit,Hidden Valley Campground Bouldering,Joshua Tree National Park,California,34.040259999999996,-116.19707
200,2.0,Hensel Arete,Boulder,V0+,1,15.0,,So High Boulder,Turtle Rock Circuit,Real Hidden Valley Bouldering,,Joshua Tree National Park,California,34.018240000000006,-116.16346000000001
201,2.1,Flake Direct,Boulder,V2+,1,12.0,,Romp Roof,,Outback Bouldering,,Joshua Tree National Park,California,34.02174,-116.16332
202,1.7,Riff Raff,Boulder,V0-,1,12.0,,Pro Tip boulder,HVCG North,HVCG Bouldering Circuit,Hidden Valley Campground Bouldering,Joshua Tree National Park,California,33.984140000000004,-116.1525
203,2.8,Block Problem,Boulder,V0,1,16.0,,Papa Boulder,Hemingway Boulders,Lost Horse Bouldering,,Joshua Tree National Park,California,34.04068,-116.19807
204,2.5,Gram Parsons Memorial Hand Traverse,Boulder,V0-,1,25.0,,School Boulder,HVCG West,HVCG Bouldering Circuit,Hidden Valley Campground Bouldering,Joshua Tree National Park,California,33.99047,-116.16333999999999
205,2.3,Pixie Dust,Boulder,V1,1,10.0,Mullet Bloc,The Separate Boulders,The Wastelands,Queen Mountain Base,Queen Mountain Bouldering,Joshua Tree National Park,California,34.094409999999996,-116.15612
206,1.7,Attractive Brunette,Boulder,V2,1,12.0,,Indian Wave Boulder,Indian Wave Boulders,Barker Dam Bouldering,,Joshua Tree National Park,California,34.06269,-116.22639
207,2.6,Intersection Traverse,Boulder,V1,1,40.0,,Black Lichen Boulder,Stonehenge Boulders,Stonehenge and Fry Boulders,,Joshua Tree National Park,California,34.01538,-116.16346000000001
208,3.0,The Button High,Boulder,V3,1,25.0,,Native Arete Boulder,Indian Wave Boulders,Barker Dam Bouldering,,Joshua Tree National Park,California,34.009840000000004,-116.16703999999999
209,3.0,Reverse Romp,Boulder,V4+,1,20.0,,Tips Be Gone Wall,Western Belt,Geology Tour Road Bouldering,,Joshua Tree National Park,California,34.02174,-116.16332
210,3.0,Slugs of War,Boulder,V2+,1,10.0,,Intersection Rock,HVCG West,HVCG Bouldering Circuit,Hidden Valley Campground Bouldering,Joshua Tree National Park,California,34.01782,-116.16278
211,2.5,Lost Generation,Boulder,V0-,1,15.0,,Baby Face Boulder,Western Belt,Geology Tour Road Bouldering,,Joshua Tree National Park,California,34.02395,-116.17707
212,3.0,Mumbles Mumblephone,Boulder,V4,1,9.0,,Caveman Boulder,HVCG West,HVCG Bouldering Circuit,Hidden Valley Campground Bouldering,Joshua Tree National Park,California,34.01693,-116.16366000000001
214,3.0,Tinkerbell's Anus,Boulder,V2,1,12.0,,Nixon Cracks,HVCG North,HVCG Bouldering Circuit,Hidden Valley Campground Bouldering,Joshua Tree National Park,California,34.0441,-116.1061
215,3.0,New Wave,Boulder,V5,1,20.0,,Grit Rock,HVCG North,HVCG Bouldering Circuit,Hidden Valley Campground Bouldering,Joshua Tree National Park,California,34.02608,-116.14135
216,3.0,Palm-o-Granite,Boulder,V6,1,15.0,,,,Black Rock Canyon CG,,Joshua Tree National Park,California,33.98603,-116.15961000000001
217,3.0,Native Arete SDS,Boulder,V1,1,12.0,,Forgotten Boulders,Trashcan Rock Area,Quail Springs Bouldering,,Joshua Tree National Park,California,34.02648,-116.14181
218,3.0,Tips Be Gone Traverse,Boulder,V7,1,20.0,,Spicy T Boulder,Western Wilderness Boulders,Indian Cove CG,Indian Cove Bouldering,Joshua Tree National Park,California,33.959,-116.0825
219,2.2,Knuckle Cracker,Boulder,V-easy,1,20.0,,Trashcan Boulders,Trashcan Rock Area,Quail Springs Bouldering,,Joshua Tree National Park,California,34.01538,-116.16346000000001
220,2.7,Slash Babyface,Boulder,V0,1,14.0,The Asteroid Boulder,Asteroid Boulder Area,Asteroid Belt Circuit,Manx/Asteroid Belt Circuit,Hidden Valley Campground Bouldering,Joshua Tree National Park,California,33.95997,-116.08043
221,3.0,Brief Squeeze,Boulder,V1-,1,8.0,,Tilt-o-Meter Boulder,,Outback Bouldering,,Joshua Tree National Park,California,34.016220000000004,-116.1633
222,3.0,"No Tears, Please",Boulder,V2,1,25.0,,Facet Boulder,,Ryan Campground Bouldering,,Joshua Tree National Park,California,34.106390000000005,-116.32208999999999
223,3.0,Right Nixon Crack,Boulder,V0+ PG13,1,15.0,,Texas Boulder,,Roadside Rocks Bouldering,,Joshua Tree National Park,California,34.01914,-116.16418999999999
224,3.0,The Palmist,Boulder,V3,1,10.0,,Facet Boulder,,Ryan Campground Bouldering,,Joshua Tree National Park,California,34.01918,-116.16292
225,3.0,Unknown,Boulder,V2,1,18.0,,Mutant Boulder,,Outback Bouldering,,Joshua Tree National Park,California,34.07521,-116.3879
226,3.0,Locker's Face,Boulder,V1,1,22.0,Interceptor Boulder,Asteroid Boulder Area,Asteroid Belt Circuit,Manx/Asteroid Belt Circuit,Hidden Valley Campground Bouldering,Joshua Tree National Park,California,34.04068,-116.19807
227,3.0,Spicy T,Boulder,V0 PG13,1,15.0,,Lucky Boy Bouldering,,*Joshua Tree Bouldering*,,Joshua Tree National Park,California,34.09261,-116.17443999999999
229,3.0,Mr. Freeze,Boulder,V5,1,40.0,,Group Campsite 6,,Sheep Pass Group CG Area,,Joshua Tree National Park,California,34.040259999999996,-116.19707
230,3.0,Mighty Dog,Boulder,V7,1,10.0,,Arete Boulders,Echo Cove Bouldering,Echo Rock Bouldering,,Joshua Tree National Park,California,34.01197,-116.15127
231,3.0,Tilt-o-Meter Traverse,Boulder,V1,1,20.0,,Lucky Boy Bouldering,,*Joshua Tree Bouldering*,,Joshua Tree National Park,California,34.02044,-116.16555
232,3.0,Facet Arete,Boulder,V6,1,20.0,Little Big Horn Boulder,Little Bighorn Area,Asteroid Belt Circuit,Manx/Asteroid Belt Circuit,Hidden Valley Campground Bouldering,Joshua Tree National Park,California,33.984140000000004,-116.1525
234,2.8,Border Patrol (Yabo),Boulder,V6,1,10.0,,Parking Lot Boulder,,Cap Rock Bouldering,,Joshua Tree National Park,California,34.0181,-116.1698
235,3.0,Corner Arete,Boulder,V1,1,18.0,,The Phantom Cart,The Outer Rim,Quail Springs Bouldering,,Joshua Tree National Park,California,33.984140000000004,-116.1525
236,2.8,King Smear (Friction Addiction),Boulder,V3,1,20.0,,Lost and Found Corridor,,Barker Dam Bouldering,,Joshua Tree National Park,California,34.02247,-116.16413999999999
237,3.0,Pick your poison,Boulder,V2,1,15.0,,The Pig Sty,Manx Boulders Circuit,Manx/Asteroid Belt Circuit,Hidden Valley Campground Bouldering,Joshua Tree National Park,California,34.01191,-116.15106999999999
238,3.0,Double Entendre,Boulder,V6,1,12.0,Little Big Horn Boulder,Little Bighorn Area,Asteroid Belt Circuit,Manx/Asteroid Belt Circuit,Hidden Valley Campground Bouldering,Joshua Tree National Park,California,34.018229999999996,-116.0737
240,3.0,Dish Mantel,Boulder,V2,1,10.0,,Miledi Boulder,Miledi Boulders,Quail Springs Bouldering,,Joshua Tree National Park,California,34.012370000000004,-116.16243
241,3.0,Wiggle Till You Squiggle at the Debutant Ball,Boulder,V1,1,10.0,,Towers of Uncertainty,,Geology Tour Road Bouldering,,Joshua Tree National Park,California,34.00027,-116.12177
242,2.1,Arete Boulders Crack,Boulder,V0-,1,10.0,,Family Boulder,,Outback Bouldering,,Joshua Tree National Park,California,34.02492,-116.15901000000001
244,3.0,Feeling Lucky,Boulder,V3,1,12.0,The Habanero,The Separate Boulders,The Wastelands,Queen Mountain Base,Queen Mountain Bouldering,Joshua Tree National Park,California,34.018229999999996,-116.0737
245,3.0,Unnamed,Boulder,V3,1,12.0,,Embryo Boulder,Embryo Area,Quail Springs Bouldering,,Joshua Tree National Park,California,34.013690000000004,-116.15482
246,3.0,Mr Nice,Boulder,V4,1,10.0,,JBMF Boulder,JBMF Boulders,Roadside Rocks Bouldering,,Joshua Tree National Park,California,34.018229999999996,-116.0737
247,3.0,Ample Mantle,Boulder,V1,1,15.0,,Strawberry Contraceptives Boulder,The Hang,Planet X Bouldering,,Joshua Tree National Park,California,33.98964,-116.16395
248,3.0,Leather and Lace,Boulder,V5,1,25.0,Manx Boulders - Northwest Face,Manx Boulders,Manx Boulders Circuit,Manx/Asteroid Belt Circuit,Hidden Valley Campground Bouldering,Joshua Tree National Park,California,34.08392,-116.23255
249,3.0,Lost and Found,Boulder,V8 PG13,1,18.0,,Tidal Wave Boulder,,Outback Bouldering,,Joshua Tree National Park,California,34.026109999999996,-116.14461999999999
250,3.0,Unnamed,Boulder,V2,1,13.0,,Seven Grain Boulder,Stonehenge Boulders,Stonehenge and Fry Boulders,,Joshua Tree National Park,California,34.01398,-116.15438999999999
251,2.8,The Smoke Detector,Boulder,V4-,1,15.0,,Fry Boulder,Fry Boulders,Stonehenge and Fry Boulders,,Joshua Tree National Park,California,34.013690000000004,-116.15482
252,3.0,Gripped and Grunged,Boulder,V4,1,15.0,,Trance Stone,Chunky Boulder and Trance Stone,Roadside Rocks Bouldering,,Joshua Tree National Park,California,34.01917,-116.16588
253,3.0,Miledi (yabo),Boulder,V5 PG13,1,18.0,,Chocolate Roof,Chocolate Boulders,Quail Springs Bouldering,,Joshua Tree National Park,California,34.07547,-116.24202
254,3.0,Cave Rock Problem,Boulder,V4,1,15.0,,Pothole Rock,HVCG West,HVCG Bouldering Circuit,Hidden Valley Campground Bouldering,Joshua Tree National Park,California,33.9664,-116.0872
255,2.8,How's Your Granny?,Boulder,V5,1,12.0,,Blas Beemer Boulder,Blas Beemer Area,Lost Horse Bouldering,,Joshua Tree National Park,California,34.02065,-116.16221000000002
256,3.0,Dripper Left,Boulder,V2,1,16.0,,Gram Parsons Memorial Boulder,,Cap Rock Bouldering,,Joshua Tree National Park,California,33.9454,-116.07700000000001
257,3.0,Habanero,Boulder,V4,1,14.0,,Purina Wall,,Outback Bouldering,,Joshua Tree National Park,California,34.046209999999995,-116.10331000000001
258,2.8,The Embryo,Boulder,V4,1,12.0,,Texas Boulder,,Roadside Rocks Bouldering,,Joshua Tree National Park,California,34.08076,-116.24600000000001
259,1.5,Penny Pincher,Boulder,V0-,1,12.0,,Tidal Wave Boulder,,Outback Bouldering,,Joshua Tree National Park,California,34.0152,-116.16631000000001
260,2.5,Unnamed Crack,Boulder,V5,1,10.0,,Land of the Lost Boulder,Echo Cove Bouldering,Echo Rock Bouldering,,Joshua Tree National Park,California,33.99762,-116.15423999999999
261,2.1,Xylophone,Boulder,V2,1,14.0,,Shipwreck Boulder,Turtle Rock Circuit,Real Hidden Valley Bouldering,,Joshua Tree National Park,California,34.014309999999995,-116.15813999999999
262,2.3,False Tidal Wave,Boulder,V6,1,11.0,,Pothole Rock,HVCG West,HVCG Bouldering Circuit,Hidden Valley Campground Bouldering,Joshua Tree National Park,California,34.02066,-116.16503
263,2.5,Seven Grain Arete,Boulder,V1,1,10.0,,Melon Boulder,,Roadside Rocks Bouldering,,Joshua Tree National Park,California,33.98592,-116.15933000000001
264,1.8,Spud Crack,Boulder,V-easy,1,15.0,,The Hatrack,,Cap Rock Bouldering,,Joshua Tree National Park,California,33.98831,-116.15795
265,1.8,Lip Service,Boulder,V2,1,11.0,,Flight Attendant Rock,,Ryan Campground Bouldering,,Joshua Tree National Park,California,34.01846,-116.16897
266,2.7,Chocolate Roof Left,Boulder,V4,1,12.0,,Strawberry Contraceptives Boulder,The Hang,Planet X Bouldering,,Joshua Tree National Park,California,34.06041,-116.22496000000001
267,1.9,Pothole Problem  1,Boulder,V0,1,11.0,Hensel Boulder,Scatterbrain Area,HVCG North,HVCG Bouldering Circuit,Hidden Valley Campground Bouldering,Joshua Tree National Park,California,34.016259999999996,-116.16212
268,2.8,Bardini Crack (Sit),Boulder,V4,1,12.0,,Semi-Precious Boulder,Semi-Precious Bouldering,Real Hidden Valley Bouldering,,Joshua Tree National Park,California,34.02787,-116.1787
269,2.3,Left Flake,Boulder,V0,1,12.0,,Campfire Circle Boulder,HVCG South,HVCG Bouldering Circuit,Hidden Valley Campground Bouldering,Joshua Tree National Park,California,33.99047,-116.16333999999999
270,1.9,Trout Chow,Boulder,V0-,1,10.0,,King Dome - East Face,King Dome,Hall of Horrors Area,,Joshua Tree National Park,California,34.02029,-116.16571
271,2.3,Western Roll,Boulder,V3,1,12.0,,Intersection Boulder,HVCG West,HVCG Bouldering Circuit,Hidden Valley Campground Bouldering,Joshua Tree National Park,California,34.0181,-116.1698
272,2.8,Relic,Boulder,V9,1,20.0,,Under Lizzy Boulder,,Outback Bouldering,,Joshua Tree National Park,California,34.02066,-116.16503
273,2.1,Chorizo Taco Stand,Boulder,V2,1,12.0,,Voices Boulder,,Outback Bouldering,,Joshua Tree National Park,California,34.0261,-116.15843999999998
274,2.6,Block Party,Boulder,V2-,1,25.0,,The Hatrack,,Cap Rock Bouldering,,Joshua Tree National Park,California,34.00983,-116.16681000000001
275,1.6,Pothole Problem  2,Boulder,V-easy,1,12.0,,Meadows Boulder,,Hall of Horrors Bouldering,,Joshua Tree National Park,California,34.016259999999996,-116.16212
276,2.8,Classic Melon,Boulder,V3,1,15.0,,Chuckawalla Boulder,,Outback Bouldering,,Joshua Tree National Park,California,34.01773,-116.1723
277,2.6,Young Dong,Boulder,V0,1,12.0,,Illicit Sweetie Boulder,The Hang,Planet X Bouldering,,Joshua Tree National Park,California,33.98928,-116.16353000000001
278,2.6,Flight Attendant,Boulder,V4,1,15.0,,Chuckawalla Boulder,,Outback Bouldering,,Joshua Tree National Park,California,33.983059999999995,-116.15543999999998
279,2.4,Obvious Gem,Boulder,V5,1,10.0,,OK Corridor,Planet X Area,Planet X Bouldering,,Joshua Tree National Park,California,33.99762,-116.15423999999999
280,2.4,Pocket Change,Boulder,V1,1,10.0,,Discount Dyno Boulder,Turtle Rock Circuit,Real Hidden Valley Bouldering,,Joshua Tree National Park,California,34.018240000000006,-116.16346000000001
281,2.2,Semi-Precious (aka  Poorman's Stem Gem),Boulder,V0+,1,15.0,,Big Dike Boulders,Echo Rock Boulders,Echo Rock Bouldering,,Joshua Tree National Park,California,34.01215,-116.16238
282,2.4,Weenie Roast,Boulder,V2,1,12.0,,Cole Boulder,,Outback Bouldering,,Joshua Tree National Park,California,34.016999999999996,-116.16083
283,2.1,Trashman Roof,"Trad, Boulder",5.9 V0,1,30.0,,JBMF Boulder,JBMF Boulders,Roadside Rocks Bouldering,,Joshua Tree National Park,California,34.003170000000004,-116.14936000000002
284,2.1,"Intersection Boulder, Center",Boulder,V2,1,20.0,,Caveman Boulder,HVCG West,HVCG Bouldering Circuit,Hidden Valley Campground Bouldering,Joshua Tree National Park,California,34.01512,-116.1628
285,2.4,Brown Sugar,Boulder,V0,1,13.0,,Maverick Boulder,Stonehenge Boulders,Stonehenge and Fry Boulders,,Joshua Tree National Park,California,34.01907,-116.16609
286,1.7,Scissorlock,Boulder,V1,1,10.0,,Sandy Wash Corridor,,Cap Rock Bouldering,,Joshua Tree National Park,California,34.020379999999996,-116.16561999999999
287,1.7,Porkpie,Boulder,V-easy,1,12.0,,Hoi Polloi Boulder,Stonehenge Boulders,Stonehenge and Fry Boulders,,Joshua Tree National Park,California,33.98928,-116.16353000000001
288,2.1,Slapslope,Boulder,V4,1,10.0,,Dike Boulder,Lechlinksi Cracks Area,Virgin Islands Area,Geology Tour Road Bouldering,Joshua Tree National Park,California,33.99418,-116.14301
289,2.2,Chuckawalla Roast,Boulder,V1+,1,15.0,,Entrance Boulder,Entrance Boulder & Vicinity,Real Hidden Valley Circuit,Real Hidden Valley Bouldering,Joshua Tree National Park,California,34.020559999999996,-116.16505
290,2.6,Mulligan Mantle,Boulder,V3,1,8.0,,Chocolate Boulder 2,Chocolate Boulders,Quail Springs Bouldering,,Joshua Tree National Park,California,33.998020000000004,-116.15351000000001
291,1.5,Big Lizard in my Backyard,Boulder,V-easy,1,10.0,,Xenolithic Boulder,,Loveland Bouldering,,Joshua Tree National Park,California,34.020559999999996,-116.16505
292,2.6,Alright Arete,Boulder,V-easy R,1,22.0,,Pixie Boulder,Indian Cove CG,Indian Cove Bouldering,,Joshua Tree National Park,California,33.99606,-116.15596000000001
293,2.0,Discount Dyno,Boulder,V0,1,10.0,,Entrance Boulder,Entrance Boulder & Vicinity,Real Hidden Valley Circuit,Real Hidden Valley Bouldering,Joshua Tree National Park,California,34.01082,-116.16823000000001
294,2.6,Steam Train,Boulder,V2,1,18.0,,Split Boulder,King Dome Area,Hall of Horrors Bouldering,,Joshua Tree National Park,California,34.02579,-116.15718999999999
295,2.3,Cole Dihedral,Boulder,V0+,1,21.0,,Scratch-N-Sniff Boulder,Miledi Boulders,Quail Springs Bouldering,,Joshua Tree National Park,California,34.01939,-116.16588999999999
296,2.1,Two Stroke,Boulder,V3,1,12.0,Manx Boulders - Northwest Face,Manx Boulders,Manx Boulders Circuit,Manx/Asteroid Belt Circuit,Hidden Valley Campground Bouldering,Joshua Tree National Park,California,34.0152,-116.16631000000001
297,2.7,Pocket Rocket,Boulder,V3,1,20.0,,Small World Boulder,Stonehenge Boulders,Stonehenge and Fry Boulders,,Joshua Tree National Park,California,34.016220000000004,-116.1633
298,2.3,Maverick,Boulder,V0,1,20.0,,Grit Rock,HVCG North,HVCG Bouldering Circuit,Hidden Valley Campground Bouldering,Joshua Tree National Park,California,33.98595,-116.15924
299,2.1,Warm-up,Boulder,V1,1,10.0,,Ninja Boulder,Gunsmoke Area,Barker Dam Bouldering,,Joshua Tree National Park,California,33.988479999999996,-116.16102
300,2.7,Prince Fari,Boulder,V6,1,15.0,,Meadows Boulder,,Hall of Horrors Bouldering,,Joshua Tree National Park,California,33.98601,-116.15936
301,2.7,Dikes with Acne,Boulder,V8+,1,15.0,,Seven Grain Boulder,Stonehenge Boulders,Stonehenge and Fry Boulders,,Joshua Tree National Park,California,33.94256,-116.07694
302,2.1,Sign Problem,Boulder,V0,1,17.0,,No Name Boulder,Gunsmoke Area,Barker Dam Bouldering,,Joshua Tree National Park,California,34.01256,-116.16836
303,2.1,Bodacious Rail,Boulder,V1,1,15.0,,Ayatollah Boulder,,Cap Rock Bouldering,,Joshua Tree National Park,California,34.06265,-116.22639
304,2.7,Lotus Flower,Boulder,V3+,1,20.0,,Chocolate Boulder 3,Chocolate Boulders,Quail Springs Bouldering,,Joshua Tree National Park,California,34.017070000000004,-116.04227
305,2.2,Skimbles,Boulder,V6,1,15.0,,Friction Slab,Gunsmoke Area,Barker Dam Bouldering,,Joshua Tree National Park,California,34.094409999999996,-116.15612
306,2.5,Stand Up for Your Rights,Boulder,V0,1,16.0,Hensel Boulder,Scatterbrain Area,HVCG North,HVCG Bouldering Circuit,Hidden Valley Campground Bouldering,Joshua Tree National Park,California,34.01256,-116.16836
307,2.4,Sakura,Boulder,V2+,1,12.0,,Turnbuckle Rock,Turtle Rock Circuit,Real Hidden Valley Bouldering,,Joshua Tree National Park,California,34.00254,-116.14998
308,2.3,Scratch-N-Sniff,Boulder,V1,1,15.0,,Dino's Egg,,Outback Bouldering,,Joshua Tree National Park,California,34.07647,-116.24316999999999
309,1.8,Manx,Boulder,V-easy,1,16.0,,Chunky Boulder,Chunky Boulder and Trance Stone,Roadside Rocks Bouldering,,Joshua Tree National Park,California,34.014309999999995,-116.15813999999999
310,1.9,Small World,Boulder,V-easy,1,10.0,,Planet X Boulder,Planet X Area,Planet X Bouldering,,Joshua Tree National Park,California,33.9862,-116.16
311,2.3,Feel the Grit,Boulder,V5,1,9.0,,Pixie Boulder,Indian Cove CG,Indian Cove Bouldering,,Joshua Tree National Park,California,34.01918,-116.16292
312,2.4,Like a Ninja,Boulder,V3 PG13,1,8.0,,Tips Be Gone Wall,Western Belt,Geology Tour Road Bouldering,,Joshua Tree National Park,California,34.02746,-116.14473999999998
313,2.4,Meadows Traverse,Boulder,V5,1,20.0,,Black Lichen Boulder,Stonehenge Boulders,Stonehenge and Fry Boulders,,Joshua Tree National Park,California,33.99418,-116.14301
314,2.4,Whole Grain Goodness,Boulder,V2,1,15.0,,Matatte' Boulder,,Ryan Campground Bouldering,,Joshua Tree National Park,California,33.98592,-116.15933000000001
315,2.4,Unnamed Variation,Boulder,V2,1,12.0,,Chocolate Boulder 2,Chocolate Boulders,Quail Springs Bouldering,,Joshua Tree National Park,California,34.028529999999996,-116.14533999999999
316,2.4,False Ayatollah,Boulder,V0 R,1,20.0,,Pothole Rock,HVCG West,HVCG Bouldering Circuit,Hidden Valley Campground Bouldering,Joshua Tree National Park,California,33.98814,-116.16098999999998
317,2.4,Brunette Torpedo,Boulder,V3,1,12.0,,Tidal Wave Boulder,,Outback Bouldering,,Joshua Tree National Park,California,34.06269,-116.22639
